,parent,left_child,right_child,distance,size
950,11409,7787.0,11404.0,0.036130581855569215,6.0
951,11410,6258.0,11261.0,0.036141691586317484,3.0
952,11411,1403.0,11208.0,0.03615709096052178,3.0
953,11412,7858.0,11325.0,0.03616701788976136,4.0
954,11413,4739.0,11288.0,0.036175086070796524,6.0
955,11414,5726.0,11182.0,0.03620707660827346,3.0
956,11415,4974.0,11382.0,0.03623208050972827,10.0
957,11416,2956.0,11146.0,0.03623638780180148,20.0
958,11417,4330.0,11315.0,0.03625491265635873,9.0
959,11418,1491.0,11344.0,0.03626662386048093,5.0
960,11419,6644.0,11373.0,0.0362904713383581,7.0
961,11420,1283.0,11168.0,0.036300770082120015,13.0
962,11421,6075.0,11328.0,0.03637479412620091,4.0
963,11422,9058.0,11352.0,0.03642236520629175,13.0
964,11423,5694.0,11421.0,0.03645016587348686,5.0
965,11424,8578.0,2965.0,0.03645712499432831,2.0
966,11425,2249.0,3238.0,0.036521480892077046,2.0
967,11426,2841.0,656.0,0.03655057007501099,2.0
968,11427,11426.0,11409.0,0.03655057007501099,8.0
969,11428,2842.0,11396.0,0.036569523256661796,5.0
970,11429,5021.0,11199.0,0.036631149953473975,4.0
971,11430,5752.0,11391.0,0.03664191971060036,5.0
972,11431,2336.0,11105.0,0.03666333108184016,4.0
973,11432,8022.0,11431.0,0.03666333108184016,5.0
974,11433,4708.0,1880.0,0.03668361295579783,2.0
975,11434,4669.0,11192.0,0.03670895651280651,5.0
976,11435,8324.0,11262.0,0.03671203994140864,4.0
977,11436,8861.0,11006.0,0.036748163780571455,7.0
978,11437,4104.0,1049.0,0.03675057149804261,2.0
979,11438,6287.0,11239.0,0.03676752390652697,3.0
980,11439,821.0,11438.0,0.03676752390652697,4.0
981,11440,2510.0,11355.0,0.036819176654691144,3.0
982,11441,9800.0,11418.0,0.03682506152727518,6.0
983,11442,6662.0,7653.0,0.03683828521465117,2.0
984,11443,10091.0,10068.0,0.03686753163875829,2.0
985,11444,7773.0,11270.0,0.036882056775665355,3.0
986,11445,660.0,6175.0,0.0369084935890468,2.0
987,11446,5628.0,11433.0,0.036913768658560324,3.0
988,11447,7730.0,11422.0,0.036947126895833016,14.0
989,11448,9749.0,11427.0,0.03695320732443151,9.0
990,11449,3952.0,11445.0,0.03697181790012864,3.0
991,11450,3836.0,8334.0,0.03697248276052069,2.0
992,11451,3692.0,7402.0,0.037008810767194665,2.0
993,11452,4095.0,11316.0,0.03703809733177414,6.0
994,11453,5483.0,11303.0,0.03706618844957143,6.0
995,11454,5098.0,5190.0,0.037068623689607935,2.0
996,11455,305.0,8763.0,0.037070720000383896,2.0
997,11456,1620.0,11255.0,0.037072628164181345,8.0
998,11457,9912.0,9898.0,0.037140483605045474,2.0
999,11458,9818.0,8393.0,0.037155977866237755,2.0
1000,11459,5229.0,11329.0,0.037160659236778595,7.0
1001,11460,3874.0,11016.0,0.037197503607355346,19.0
1002,11461,8966.0,11334.0,0.03721375785600458,4.0
1003,11462,2519.0,11461.0,0.03721375785600458,5.0
1004,11463,1659.0,11410.0,0.037226779961299916,4.0
1005,11464,5643.0,11463.0,0.037226779961299916,5.0
1006,11465,10001.0,11368.0,0.03723517656637557,5.0
1007,11466,10137.0,11437.0,0.03724159547017305,3.0
1008,11467,2410.0,11377.0,0.03724273071643659,14.0
1009,11468,9717.0,11452.0,0.03724893812518942,7.0
1010,11469,5786.0,11340.0,0.03725627865870204,7.0
1011,11470,9897.0,5715.0,0.037369820577758416,2.0
1012,11471,11470.0,11397.0,0.037369820577758416,4.0
1013,11472,6781.0,11348.0,0.037383892293373765,10.0
1014,11473,4128.0,11400.0,0.03740180648013155,4.0
1015,11474,2657.0,11317.0,0.03741171802525722,9.0
1016,11475,8031.0,11357.0,0.03741678642950115,14.0
1017,11476,4900.0,11415.0,0.03741726400155488,11.0
1018,11477,3057.0,11448.0,0.037419129177830156,10.0
1019,11478,10065.0,11269.0,0.03744690288480176,4.0
1020,11479,9372.0,5001.0,0.03744726270359166,2.0
1021,11480,8525.0,10419.0,0.03747816883596204,2.0
1022,11481,1841.0,5156.0,0.03748013047937902,2.0
1023,11482,9588.0,11249.0,0.037522009742521754,5.0
1024,11483,7320.0,11482.0,0.037522009742521754,6.0
1025,11484,2825.0,11327.0,0.03754007454551987,7.0
1026,11485,5158.0,5943.0,0.037575569033104377,2.0
1027,11486,8319.0,11477.0,0.037581592568786536,11.0
1028,11487,740.0,10911.0,0.03758592557631136,10.0
1029,11488,3914.0,11205.0,0.03760849450322202,7.0
1030,11489,6761.0,11256.0,0.037617053488992254,4.0
1031,11490,6078.0,11489.0,0.037617053488992254,5.0
1032,11491,10300.0,11453.0,0.037645589661346505,7.0
1033,11492,7324.0,4225.0,0.03768339447981365,2.0
1034,11493,7929.0,11402.0,0.03768805871557103,4.0
1035,11494,10252.0,11484.0,0.03777635212898126,8.0
1036,11495,9395.0,11435.0,0.03779511695619988,5.0
1037,11496,5671.0,11345.0,0.0378078268563725,10.0
1038,11497,8888.0,11274.0,0.037835738686499074,4.0
1039,11498,865.0,10991.0,0.03785500398423102,7.0
1040,11499,3720.0,11425.0,0.037861406943649666,3.0
1041,11500,10083.0,5949.0,0.03787140629710143,2.0
1042,11501,7343.0,11387.0,0.03788616922507371,20.0
1043,11502,9290.0,11335.0,0.037896405969629676,9.0
1044,11503,9174.0,11467.0,0.03791845642543576,15.0
1045,11504,7458.0,9808.0,0.037920783979132816,2.0
1046,11505,1323.0,11411.0,0.037994052519297,4.0
1047,11506,6460.0,11473.0,0.03799696557704316,5.0
1048,11507,8379.0,3935.0,0.03800855174330865,2.0
1049,11508,5811.0,11462.0,0.038038109714381485,6.0
1050,11509,6488.0,11367.0,0.03808233273194854,12.0
1051,11510,5773.0,11469.0,0.038096262483532206,8.0
1052,11511,888.0,11432.0,0.03812038834031422,6.0
1053,11512,779.0,11423.0,0.03812185220937985,6.0
1054,11513,3888.0,11252.0,0.03812274066317329,18.0
1055,11514,3809.0,11341.0,0.038183838429414016,4.0
1056,11515,6289.0,11366.0,0.03819197520602355,9.0
1057,11516,6092.0,11305.0,0.03819544977383254,6.0
1058,11517,8909.0,11458.0,0.03821234649455814,3.0
1059,11518,2618.0,11465.0,0.03824276164647729,6.0
1060,11519,11485.0,9645.0,0.038258289394453346,3.0
1061,11520,11519.0,11430.0,0.038258289394453346,8.0
1062,11521,3622.0,11342.0,0.03825837449614856,6.0
1063,11522,3197.0,11450.0,0.038276784330153836,3.0
1064,11523,2328.0,11522.0,0.038276784330153836,4.0
1065,11524,801.0,11466.0,0.03828038268248484,4.0
1066,11525,6539.0,11372.0,0.03829947530516235,4.0
1067,11526,2955.0,11380.0,0.038354520515346345,7.0
1068,11527,880.0,11412.0,0.03836992436204802,5.0
1069,11528,7959.0,11486.0,0.0383747888860611,12.0
1070,11529,4798.0,11374.0,0.038387535009437,11.0
1071,11530,5162.0,11517.0,0.038395217019842,4.0
1072,11531,7853.0,11370.0,0.038408811378650654,3.0
1073,11532,2291.0,11492.0,0.03843329357683754,3.0
1074,11533,3691.0,11521.0,0.03843692066046847,7.0
1075,11534,7115.0,11501.0,0.0384450388531112,21.0
1076,11535,2971.0,11416.0,0.03849127087318156,21.0
1077,11536,1806.0,7355.0,0.038497179146867386,2.0
1078,11537,7539.0,11443.0,0.038521637705896006,3.0
1079,11538,3698.0,11464.0,0.038554368788438556,6.0
1080,11539,1811.0,11512.0,0.038580770205003584,7.0
1081,11540,9858.0,11532.0,0.038601823783356005,4.0
1082,11541,1971.0,1513.0,0.03863671359163761,2.0
1083,11542,11169.0,11533.0,0.03865267673278182,9.0
1084,11543,10048.0,11514.0,0.038668067464228545,5.0
1085,11544,4049.0,11148.0,0.03871934536679488,3.0
1086,11545,8403.0,1826.0,0.038743236852180174,2.0
1087,11546,6648.0,11103.0,0.03876277299751926,8.0
1088,11547,3344.0,11446.0,0.038801678161847764,4.0
1089,11548,9924.0,11506.0,0.038810554780849625,6.0
1090,11549,2007.0,11543.0,0.03883029006107756,6.0
1091,11550,904.0,11444.0,0.038841515257575336,4.0
1092,11551,6277.0,7024.0,0.0388557098288323,2.0
1093,11552,7368.0,11530.0,0.038859504945005015,5.0
1094,11553,2839.0,11214.0,0.03888333473912977,7.0
1095,11554,3125.0,5545.0,0.03893172652437074,2.0
1096,11555,4196.0,11385.0,0.038935804645941256,8.0
1097,11556,4246.0,2823.0,0.03899761769421145,2.0
1098,11557,9161.0,11457.0,0.03900108447148094,3.0
1099,11558,4459.0,11349.0,0.03900185762743236,10.0
1100,11559,7766.0,11394.0,0.03903605851256379,8.0
1101,11560,8542.0,11545.0,0.0390666064335875,3.0
1102,11561,3757.0,11513.0,0.039077712231385335,19.0
1103,11562,6344.0,11474.0,0.039084461858059485,10.0
1104,11563,6960.0,6069.0,0.0390853381375621,2.0
1105,11564,1681.0,11160.0,0.03909967039836897,4.0
1106,11565,4648.0,11564.0,0.03909967039836897,5.0
1107,11566,6564.0,11534.0,0.03910150191270912,22.0
1108,11567,1043.0,11528.0,0.03912431423996077,13.0
1109,11568,3255.0,11542.0,0.03913236074216996,10.0
1110,11569,3838.0,11568.0,0.039151401126391074,11.0
1111,11570,1687.0,9175.0,0.039179588470312866,2.0
1112,11571,2960.0,11535.0,0.03919536873533575,22.0
1113,11572,8008.0,3576.0,0.03922013505007233,2.0
1114,11573,2057.0,11218.0,0.03923338176899531,3.0
1115,11574,6829.0,4958.0,0.03923848232078445,2.0
1116,11575,426.0,11376.0,0.03928010539450762,13.0
1117,11576,5316.0,11331.0,0.039280187699219704,5.0
1118,11577,72.0,11576.0,0.039280187699219704,6.0
1119,11578,4759.0,11468.0,0.039296937603677126,8.0
1120,11579,7814.0,11559.0,0.039338420434922854,9.0
1121,11580,8223.0,11504.0,0.039368889632496774,3.0
1122,11581,1895.0,11566.0,0.03937614674675132,23.0
1123,11582,6355.0,11158.0,0.03938447235935678,3.0
1124,11583,5699.0,7261.0,0.039386437882590435,2.0
1125,11584,1541.0,2173.0,0.039395359705472026,2.0
1126,11585,2974.0,11549.0,0.039402766658681206,7.0
1127,11586,2282.0,11398.0,0.03942817370420617,9.0
1128,11587,233.0,11548.0,0.03944024932201559,7.0
1129,11588,6379.0,11540.0,0.039441486699911134,5.0
1130,11589,4776.0,11567.0,0.039443231504023124,14.0
1131,11590,3983.0,11551.0,0.03944520831930325,3.0
1132,11591,875.0,11460.0,0.039466614794472776,20.0
1133,11592,10156.0,11589.0,0.039471196176813376,15.0
1134,11593,9096.0,11586.0,0.039485773589088266,10.0
1135,11594,4256.0,11593.0,0.039485773589088266,11.0
1136,11595,9364.0,11480.0,0.03950178460841406,3.0
1137,11596,7421.0,11442.0,0.039525278183893266,3.0
1138,11597,11440.0,2793.0,0.03952963541695952,4.0
1139,11598,11597.0,11581.0,0.03952963541695952,27.0
1140,11599,9921.0,11598.0,0.03952963541695952,28.0
1141,11600,9516.0,10976.0,0.03954574581156398,8.0
1142,11601,7572.0,11536.0,0.03954683320989204,3.0
1143,11602,2342.0,11509.0,0.03957232348637413,13.0
1144,11603,818.0,11602.0,0.03958063345250965,14.0
1145,11604,5313.0,11428.0,0.03958709272117536,6.0
1146,11605,822.0,11434.0,0.03961624671309839,6.0
1147,11606,9513.0,11350.0,0.03961787248253199,4.0
1148,11607,9464.0,8759.0,0.0396502302233426,2.0
1149,11608,6152.0,328.0,0.039662232617683806,2.0
1150,11609,399.0,11491.0,0.039684501586821415,8.0
1151,11610,8236.0,11604.0,0.03971496013189301,7.0
1152,11611,6264.0,11439.0,0.03972159290125826,5.0
1153,11612,6325.0,11523.0,0.03972518273196447,5.0
1154,11613,11406.0,11612.0,0.03972518273196447,11.0
1155,11614,8814.0,11488.0,0.039741626189950384,8.0
1156,11615,2774.0,11510.0,0.03978779250772169,9.0
1157,11616,3788.0,11561.0,0.03978839861540105,20.0
1158,11617,9396.0,11390.0,0.039793367055866925,3.0
1159,11618,9947.0,5385.0,0.03980510529003124,2.0
1160,11619,9909.0,11516.0,0.03983675145902871,7.0
1161,11620,6438.0,11388.0,0.03985337524800052,8.0
1162,11621,4170.0,11580.0,0.03985463201816687,4.0
1163,11622,2593.0,11375.0,0.039870268722794845,3.0
1164,11623,4561.0,11455.0,0.03988629606568194,3.0
1165,11624,6375.0,11496.0,0.039907316005210546,11.0
1166,11625,3370.0,5361.0,0.03992320961153021,2.0
1167,11626,2440.0,11625.0,0.03992320961153021,3.0
1168,11627,727.0,11476.0,0.040001082119877594,12.0
1169,11628,10016.0,11617.0,0.040044133789619796,4.0
1170,11629,113.0,11628.0,0.040044133789619796,5.0
1171,11630,6655.0,11607.0,0.04005285495957706,3.0
1172,11631,6173.0,11395.0,0.040097347813107066,16.0
1173,11632,4719.0,11526.0,0.04012955056911124,8.0
1174,11633,3168.0,11613.0,0.0401303452733288,12.0
1175,11634,2990.0,11295.0,0.040162020280216544,5.0
1176,11635,5991.0,11569.0,0.04018791430521786,12.0
1177,11636,8129.0,11635.0,0.04018791430521786,13.0
1178,11637,9035.0,11354.0,0.04021280992148912,3.0
1179,11638,10141.0,11436.0,0.04022489301391416,8.0
1180,11639,6666.0,11481.0,0.04023626822910352,3.0
1181,11640,891.0,11529.0,0.04025027202302753,12.0
1182,11641,8489.0,11499.0,0.040264600035441855,4.0
1183,11642,2935.0,7811.0,0.04026651048442883,2.0
1184,11643,79.0,11609.0,0.040296108757602506,9.0
1185,11644,5355.0,11471.0,0.04030500552027895,5.0
1186,11645,4010.0,7948.0,0.040310623232260506,2.0
1187,11646,11645.0,11627.0,0.040310623232260506,14.0
1188,11647,9067.0,11629.0,0.04035354882363197,6.0
1189,11648,3815.0,11459.0,0.04036195359004435,8.0
1190,11649,8768.0,11505.0,0.04036522370880126,5.0
1191,11650,4741.0,11595.0,0.04036873908434122,4.0
1192,11651,7934.0,11618.0,0.040375665754799166,3.0
1193,11652,10450.0,11572.0,0.04041633906826749,3.0
1194,11653,9392.0,11636.0,0.04042218252882016,14.0
1195,11654,3334.0,11641.0,0.040465139996189864,5.0
1196,11655,2076.0,11610.0,0.040521902052749977,8.0
1197,11656,9176.0,11642.0,0.040531486840881786,3.0
1198,11657,9851.0,11451.0,0.040590594756143954,3.0
1199,11658,4506.0,11630.0,0.040598475097526385,4.0
1200,11659,6104.0,11401.0,0.04064090810337303,6.0
1201,11660,5186.0,11524.0,0.04065476172015357,5.0
1202,11661,1629.0,11541.0,0.040678783497218124,3.0
1203,11662,4610.0,11661.0,0.04068539976771168,4.0
1204,11663,3041.0,11632.0,0.04068749593438233,9.0
1205,11664,838.0,11578.0,0.04069727573496395,9.0
1206,11665,9457.0,11647.0,0.04070022498150011,7.0
1207,11666,1268.0,11649.0,0.04073391601231069,6.0
1208,11667,1912.0,9071.0,0.0407396296587175,2.0
1209,11668,6756.0,11392.0,0.04074809143079953,4.0
1210,11669,7602.0,11584.0,0.04077518845322918,3.0
1211,11670,3981.0,11571.0,0.04078947651921136,23.0
1212,11671,10121.0,4416.0,0.040801705679320434,2.0
1213,11672,2407.0,11654.0,0.04080652175482522,6.0
1214,11673,10019.0,11369.0,0.040807201202764334,5.0
1215,11674,3674.0,11673.0,0.040807201202764334,6.0
1216,11675,3466.0,11310.0,0.04081239383026779,3.0
1217,11676,9742.0,11161.0,0.04082684717395923,11.0
1218,11677,7726.0,11614.0,0.04083182046135083,9.0
1219,11678,559.0,8214.0,0.04083840181425131,2.0
1220,11679,10251.0,11429.0,0.040861377489621487,5.0
1221,11680,4645.0,11679.0,0.040861377489621487,6.0
1222,11681,6186.0,11646.0,0.040875829428771236,15.0
1223,11682,5351.0,11662.0,0.040884664407533626,5.0
1224,11683,4426.0,11682.0,0.040884664407533626,6.0
1225,11684,9583.0,11623.0,0.04089399619126778,4.0
1226,11685,7732.0,11495.0,0.040913066381633306,6.0
1227,11686,10284.0,11588.0,0.04094066774144824,6.0
1228,11687,1307.0,11324.0,0.040977457683780825,6.0
1229,11688,5031.0,11653.0,0.040987778187697964,15.0
1230,11689,8626.0,11656.0,0.04100679872950817,4.0
1231,11690,2250.0,11672.0,0.041015511821974486,7.0
1232,11691,1836.0,11520.0,0.04102396646543328,9.0
1233,11692,9324.0,11574.0,0.041026502612555193,3.0
1234,11693,6130.0,11494.0,0.041029461401748554,9.0
1235,11694,3499.0,11550.0,0.041034431813271856,5.0
1236,11695,2032.0,11644.0,0.041036235971445525,6.0
1237,11696,4463.0,6480.0,0.041071230003532994,2.0
1238,11697,249.0,10842.0,0.041089469083755735,12.0
1239,11698,9386.0,11668.0,0.04110309929055117,5.0
1240,11699,9685.0,5089.0,0.041117277596322555,2.0
1241,11700,3904.0,11511.0,0.04113133996064723,7.0
1242,11701,2211.0,11570.0,0.04114260520980947,3.0
1243,11702,729.0,11675.0,0.041147163877596295,4.0
1244,11703,86.0,1441.0,0.04116977214211116,2.0
1245,11704,9931.0,11703.0,0.04116977214211116,3.0
1246,11705,5135.0,11633.0,0.04119028647372215,13.0
1247,11706,2559.0,11621.0,0.04119574012765105,5.0
1248,11707,6487.0,11705.0,0.0412079775641875,14.0
1249,11708,3716.0,11454.0,0.04120917993500393,3.0
1250,11709,6507.0,11624.0,0.0412457453137822,12.0
1251,11710,10031.0,11684.0,0.04125060060546408,5.0
1252,11711,95.0,11707.0,0.04128440687574756,15.0
1253,11712,4525.0,11525.0,0.04128860616066741,5.0
1254,11713,6594.0,11417.0,0.04130137169693588,10.0
1255,11714,11493.0,11713.0,0.04130137169693588,14.0
1256,11715,3374.0,11710.0,0.04133029735920161,6.0
1257,11716,11696.0,11715.0,0.04133029735920161,8.0
1258,11717,4125.0,11531.0,0.041360638870559366,4.0
1259,11718,9012.0,11717.0,0.041360638870559366,5.0
1260,11719,3458.0,11527.0,0.04136806911541176,6.0
1261,11720,2836.0,11449.0,0.04137725214043159,4.0
1262,11721,6623.0,11608.0,0.041401274368860465,3.0
1263,11722,5586.0,3483.0,0.04142192196448366,2.0
1264,11723,645.0,11631.0,0.04143326980323169,17.0
1265,11724,4502.0,11667.0,0.04145018594175927,3.0
1266,11725,4815.0,11691.0,0.041451315288272825,10.0
1267,11726,23.0,11599.0,0.04145239655390991,29.0
1268,11727,1425.0,11666.0,0.04147574792322504,7.0
1269,11728,1870.0,11557.0,0.04149901026706027,4.0
1270,11729,11728.0,11266.0,0.04149901026706027,10.0
1271,11730,9434.0,11709.0,0.041502950640961364,13.0
1272,11731,2661.0,11573.0,0.04150970806082175,4.0
1273,11732,7240.0,11721.0,0.04153335718799607,4.0
1274,11733,4494.0,9507.0,0.041535922875955034,2.0
1275,11734,836.0,11702.0,0.041546127378001764,5.0
1276,11735,3214.0,11414.0,0.041551000559575765,4.0
1277,11736,8948.0,11323.0,0.04156267650479933,13.0
1278,11737,7373.0,8255.0,0.041584053757786385,2.0
1279,11738,5026.0,11553.0,0.04158936130587599,8.0
1280,11739,8184.0,11714.0,0.041619145660407586,15.0
1281,11740,5140.0,11338.0,0.04167649356254791,13.0
1282,11741,8539.0,11719.0,0.04175359393756501,7.0
1283,11742,703.0,11592.0,0.04177118799126108,16.0
1284,11743,6896.0,9180.0,0.04177517298492939,2.0
1285,11744,11743.0,11479.0,0.04177517298492939,4.0
1286,11745,9674.0,3798.0,0.04178166272548635,2.0
1287,11746,2730.0,11558.0,0.04182117153845763,11.0
1288,11747,6048.0,3353.0,0.04183518965492395,2.0
1289,11748,6585.0,11686.0,0.04183946645788873,7.0
1290,11749,1962.0,11659.0,0.04184017404329443,7.0
1291,11750,2751.0,11594.0,0.0418457589629138,12.0
1292,11751,847.0,8637.0,0.041851687053283265,2.0
1293,11752,8947.0,11619.0,0.0418741239337814,8.0
1294,11753,8928.0,11547.0,0.041882696958634245,5.0
1295,11754,5374.0,11552.0,0.041898421293912434,6.0
1296,11755,2569.0,11683.0,0.041906567610534,7.0
1297,11756,8163.0,11755.0,0.04191100361362885,8.0
1298,11757,2899.0,11638.0,0.041919156458988034,9.0
1299,11758,6622.0,11447.0,0.04192578710867533,15.0
1300,11759,10366.0,11757.0,0.0419355676265998,10.0
1301,11760,5311.0,7652.0,0.04194291110297926,2.0
1302,11761,1271.0,11704.0,0.04196809170573618,4.0
1303,11762,9127.0,11478.0,0.04197754445926386,5.0
1304,11763,1690.0,11726.0,0.04197868540787819,30.0
1305,11764,3201.0,11308.0,0.04199142057390013,4.0
1306,11765,8329.0,5835.0,0.04202394837063453,2.0
1307,11766,4808.0,11753.0,0.04204085501915081,6.0
1308,11767,7807.0,11663.0,0.04206371565754161,10.0
1309,11768,4255.0,11241.0,0.042067061704077514,5.0
1310,11769,755.0,11764.0,0.042067221603397424,5.0
1311,11770,985.0,11745.0,0.042082256138595196,3.0
1312,11771,2813.0,11722.0,0.04208620608549374,3.0
1313,11772,7818.0,11681.0,0.042137207103661804,16.0
1314,11773,7311.0,11763.0,0.042144461672672134,31.0
1315,11774,4208.0,11773.0,0.042144461672672134,32.0
1316,11775,1932.0,11518.0,0.042150310708694676,7.0
1317,11776,5850.0,6391.0,0.042153749568555866,2.0
1318,11777,770.0,11582.0,0.042188480589898956,4.0
1319,11778,269.0,11503.0,0.04219341689244878,16.0
1320,11779,623.0,11732.0,0.04220337777869505,5.0
1321,11780,2213.0,11779.0,0.04220337777869505,6.0
1322,11781,4704.0,11611.0,0.042243359315890044,6.0
1323,11782,9598.0,11665.0,0.04224360872542489,8.0
1324,11783,9409.0,11742.0,0.04225118034826473,17.0
1325,11784,6760.0,11616.0,0.042253802748845194,21.0
1326,11785,3732.0,11738.0,0.04225413962071643,9.0
1327,11786,3465.0,11660.0,0.042297812802598526,6.0
1328,11787,9488.0,11725.0,0.04232263523763119,11.0
1329,11788,10027.0,11287.0,0.042336579547755285,4.0
1330,11789,5746.0,11787.0,0.04234377282022194,12.0
1331,11790,7425.0,11622.0,0.04234592569535409,4.0
1332,11791,7694.0,11692.0,0.042368928010843895,4.0
1333,11792,6481.0,11766.0,0.042389626738867876,7.0
1334,11793,1775.0,11771.0,0.04239769995152914,4.0
1335,11794,6677.0,5147.0,0.04242482962207846,2.0
1336,11795,1354.0,11727.0,0.04243206967957105,8.0
1337,11796,7185.0,11596.0,0.04243409203635705,4.0
1338,11797,7370.0,11796.0,0.04243409203635705,5.0
1339,11798,2277.0,11669.0,0.04244778744080966,4.0
1340,11799,4410.0,11778.0,0.04245470415659915,17.0
1341,11800,9738.0,4703.0,0.04246254406326949,2.0
1342,11801,11800.0,11708.0,0.04246254406326949,5.0
1343,11802,8830.0,11783.0,0.04247835869263513,18.0
1344,11803,6909.0,11744.0,0.04253204930416223,5.0
1345,11804,5512.0,11803.0,0.04253204930416223,6.0
1346,11805,7293.0,11737.0,0.04253951698936379,3.0
1347,11806,3294.0,11802.0,0.04256490099991708,19.0
1348,11807,7902.0,11748.0,0.042574867377518366,8.0
1349,11808,7508.0,11807.0,0.042574867377518366,9.0
1350,11809,10330.0,215.0,0.042590249022113245,2.0
1351,11810,5273.0,11752.0,0.04259647153084902,9.0
1352,11811,4399.0,11364.0,0.04262443523352598,7.0
1353,11812,10454.0,11650.0,0.04262901153820918,5.0
1354,11813,7047.0,11694.0,0.04264167056155963,6.0
1355,11814,7996.0,11585.0,0.04265180488464786,8.0
1356,11815,6784.0,11643.0,0.04266062777161863,10.0
1357,11816,4841.0,11806.0,0.042679561664113,20.0
1358,11817,10421.0,1355.0,0.042681241345710455,2.0
1359,11818,227.0,9123.0,0.042727414769791736,2.0
1360,11819,1522.0,9824.0,0.04274583260402101,2.0
1361,11820,88.0,11739.0,0.04275243554958866,16.0
1362,11821,10325.0,11767.0,0.04276457737168357,11.0
1363,11822,2279.0,11606.0,0.042779714271859635,5.0
1364,11823,7637.0,11793.0,0.04284581700612382,5.0
1365,11824,9462.0,11810.0,0.04284769527079037,10.0
1366,11825,5944.0,11271.0,0.042932738580473105,4.0
1367,11826,7541.0,11818.0,0.042966140062685856,3.0
1368,11827,8828.0,11735.0,0.0429891487781584,5.0
1369,11828,1980.0,11634.0,0.04299306698486584,6.0
1370,11829,7203.0,11820.0,0.043002289891275455,17.0
1371,11830,2359.0,11187.0,0.043003026044059145,28.0
1372,11831,7981.0,11652.0,0.04300968453614295,4.0
1373,11832,5392.0,11687.0,0.04303530217027085,7.0
1374,11833,182.0,11832.0,0.04303530217027085,8.0
1375,11834,819.0,11758.0,0.04303820547593795,16.0
1376,11835,3753.0,11791.0,0.04306067228172076,5.0
1377,11836,7691.0,11781.0,0.043065610091217586,7.0
1378,11837,3984.0,11698.0,0.043086152325166466,6.0
1379,11838,8076.0,11837.0,0.043086152325166466,7.0
1380,11839,2212.0,11539.0,0.04308968907067878,8.0
1381,11840,2983.0,11515.0,0.043145503437302876,10.0
1382,11841,1716.0,11483.0,0.043172296628697614,7.0
1383,11842,1181.0,11795.0,0.04318113697860361,9.0
1384,11843,10319.0,11544.0,0.04318336868109781,4.0
1385,11844,2991.0,11821.0,0.043220068402826606,12.0
1386,11845,3548.0,11789.0,0.04326580152462846,13.0
1387,11846,663.0,11804.0,0.04328828351865253,7.0
1388,11847,10247.0,11538.0,0.043293997320724496,7.0
1389,11848,6275.0,11605.0,0.043294989310891076,7.0
1390,11849,2234.0,11774.0,0.04331312100982558,33.0
1391,11850,7696.0,11603.0,0.04331541245453369,15.0
1392,11851,8325.0,11816.0,0.04333117746720089,21.0
1393,11852,4996.0,11772.0,0.04336371526724044,17.0
1394,11853,8666.0,1733.0,0.04340730999523989,2.0
1395,11854,8476.0,11358.0,0.043417675171916144,7.0
1396,11855,7420.0,11658.0,0.04344095443143391,5.0
1397,11856,8521.0,11637.0,0.04344386935344951,4.0
1398,11857,1058.0,11762.0,0.04344410886302252,6.0
1399,11858,7140.0,11829.0,0.04345522402609181,18.0
1400,11859,170.0,2912.0,0.04348619009287874,2.0
1401,11860,9782.0,11639.0,0.043486757400646406,4.0
1402,11861,3910.0,11736.0,0.04349799774671345,14.0
1403,11862,1496.0,11678.0,0.043554966450473034,3.0
1404,11863,9162.0,11834.0,0.04358695189429074,17.0
1405,11864,495.0,8466.0,0.04361225762230507,2.0
1406,11865,7500.0,11822.0,0.043616348062693835,6.0
1407,11866,4765.0,11838.0,0.04362709058655922,8.0
1408,11867,3115.0,11306.0,0.04363327017153887,42.0
1409,11868,3521.0,11720.0,0.04364373737393947,5.0
1410,11869,3242.0,11831.0,0.04365444645863063,5.0
1411,11870,7016.0,11869.0,0.04365444645863063,6.0
1412,11871,7183.0,11858.0,0.04366165708815267,19.0
1413,11872,3184.0,11690.0,0.04368649444335238,8.0
1414,11873,11798.0,4927.0,0.04370043657939859,5.0
1415,11874,11873.0,10320.0,0.04370043657939859,6.0
1416,11875,9334.0,9143.0,0.0437262106828882,2.0
1417,11876,491.0,11861.0,0.04377314616620561,15.0
1418,11877,10180.0,11741.0,0.04377836293737322,8.0
1419,11878,9937.0,9499.0,0.0437897910098552,2.0
1420,11879,8112.0,11868.0,0.04383691928286653,6.0
1421,11880,10429.0,6766.0,0.043874899319882206,2.0
1422,11881,7168.0,11841.0,0.043888893685833284,8.0
1423,11882,1992.0,11706.0,0.043899478755276826,6.0
1424,11883,525.0,11587.0,0.04392651663443214,8.0
1425,11884,3585.0,11711.0,0.043930354137663226,16.0
1426,11885,5855.0,11814.0,0.04396579217821182,9.0
1427,11886,3871.0,11556.0,0.04396811846791786,3.0
1428,11887,648.0,11886.0,0.044041230144385345,4.0
1429,11888,3471.0,5003.0,0.044061500563829736,2.0
1430,11889,11888.0,11769.0,0.044061500563829736,7.0
1431,11890,11889.0,11640.0,0.044061500563829736,19.0
1432,11891,909.0,11688.0,0.04406955944599472,16.0
1433,11892,7697.0,11844.0,0.04408349754865287,13.0
1434,11893,8827.0,11497.0,0.044122997923324435,5.0
